               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  20,             0.06675,            0.035721,                   0,             0.10323,            0.067227,            0.024771,           0.0070615,            0.084635,            0.029695,                   0,           0.0096238,           0.0096238,           0.0096238
                  21,            0.066938,             0.03839,                   0,            0.097662,             0.10504,            0.031512,           0.0087548,            0.084539,             0.02813,                   0,            0.009604,            0.009604,            0.009604
                  22,             0.06581,            0.036309,                   0,             0.10326,             0.16387,            0.050695,            0.015612,            0.073136,            0.027573,                   0,           0.0095842,           0.0095842,           0.0095842
                  23,             0.06345,             0.03876,                   0,             0.11611,            0.084034,            0.035863,            0.011439,            0.081581,            0.026334,                   0,           0.0095644,           0.0095644,           0.0095644
                  24,            0.062925,            0.033588,                   0,             0.15299,            0.058824,            0.030442,            0.011334,            0.082489,            0.028646,                   0,           0.0095446,           0.0095446,           0.0095446
                  25,            0.062972,            0.037376,                   0,             0.16327,            0.063025,            0.031264,           0.0082125,            0.085803,            0.026743,                   0,           0.0095248,           0.0095248,           0.0095248
                  26,            0.061766,            0.035675,                   0,             0.11121,            0.079832,            0.033532,            0.011028,            0.079278,            0.028607,                   0,            0.009505,            0.009505,            0.009505
                  27,            0.059739,             0.03678,                   0,             0.13929,            0.096639,            0.042072,            0.014172,            0.076366,            0.027913,                   0,           0.0094852,           0.0094852,           0.0094852
                  28,            0.062402,            0.037131,                   0,             0.11996,            0.092437,            0.045123,            0.018028,             0.07531,            0.027091,                   0,           0.0094654,           0.0094654,           0.0094654
                  29,            0.060623,            0.036381,                   0,             0.14704,            0.084034,            0.048475,            0.016907,            0.078446,            0.029768,                   0,           0.0094456,           0.0094456,           0.0094456
                  30,            0.058524,            0.038314,                   0,             0.19414,            0.071429,            0.051555,            0.019058,            0.077302,            0.033067,                   0,           0.0094258,           0.0094258,           0.0094258
                  31,            0.056137,            0.035472,                   0,             0.15201,            0.084034,             0.04077,            0.014553,            0.077672,            0.033429,                   0,            0.009406,            0.009406,            0.009406
                  32,            0.060554,             0.03775,                   0,             0.14272,             0.11765,            0.051317,            0.016872,            0.071931,             0.03165,                   0,           0.0093862,           0.0093862,           0.0093862
                  33,            0.056108,            0.038674,                   0,             0.17886,             0.10924,            0.065857,            0.018456,            0.069863,             0.03184,                   0,           0.0093664,           0.0093664,           0.0093664
                  34,            0.057564,            0.033607,                   0,              0.1777,             0.19748,            0.095045,            0.031735,            0.063225,            0.028439,                   0,           0.0093466,           0.0093466,           0.0093466
                  35,            0.055144,            0.033856,                   0,             0.15389,             0.14706,            0.061019,             0.02325,            0.065889,            0.030931,                   0,           0.0093268,           0.0093268,           0.0093268
                  36,            0.054715,            0.035299,                   0,             0.23245,             0.18487,            0.094254,            0.030256,             0.06532,            0.028552,                   0,            0.009307,            0.009307,            0.009307
                  37,             0.05572,              0.0354,                   0,             0.17784,             0.23529,             0.10575,             0.03492,            0.063153,            0.028765,                   0,           0.0092872,           0.0092872,           0.0092872
                  38,            0.055604,            0.033808,                   0,             0.19553,             0.23109,             0.11176,            0.037062,            0.061895,            0.029088,                   0,           0.0092674,           0.0092674,           0.0092674
                  39,            0.055213,            0.035217,                   0,             0.23257,             0.15546,            0.092797,            0.030621,            0.064131,            0.029054,                   0,           0.0092476,           0.0092476,           0.0092476
                  40,            0.057883,            0.033838,                   0,             0.18648,             0.13866,            0.066737,            0.020657,            0.071226,            0.032016,                   0,           0.0092278,           0.0092278,           0.0092278
                  41,            0.052367,            0.033921,                   0,             0.23416,             0.17227,            0.098037,            0.031765,            0.064641,            0.028532,                   0,            0.009208,            0.009208,            0.009208
                  42,            0.053437,            0.032098,                   0,             0.12402,            0.084034,             0.03545,            0.010978,            0.074657,            0.032093,                   0,           0.0091882,           0.0091882,           0.0091882
                  43,            0.052717,            0.031511,                   0,            0.067302,            0.092437,            0.024223,            0.006155,            0.081201,            0.031865,                   0,           0.0091684,           0.0091684,           0.0091684
                  44,            0.053088,             0.03345,                   0,            0.089479,             0.12185,            0.032477,           0.0089641,            0.077731,             0.03143,                   0,           0.0091486,           0.0091486,           0.0091486
                  45,            0.053801,            0.035176,                   0,              0.1347,             0.18487,            0.075391,            0.021071,             0.06554,            0.030671,                   0,           0.0091288,           0.0091288,           0.0091288
                  46,            0.051095,            0.031963,                   0,             0.19582,             0.16807,            0.090747,            0.030638,            0.063715,            0.028579,                   0,            0.009109,            0.009109,            0.009109
                  47,            0.050024,            0.031713,                   0,             0.15534,             0.17227,             0.09249,              0.0257,            0.064117,            0.029919,                   0,           0.0090892,           0.0090892,           0.0090892
                  48,            0.050948,            0.029748,                   0,              0.1808,             0.18067,            0.093675,            0.032431,            0.063532,            0.028945,                   0,           0.0090694,           0.0090694,           0.0090694
                  49,            0.051321,            0.031825,                   0,              0.1481,            0.060638,            0.044584,            0.013555,            0.075547,            0.033202,                   0,           0.0090496,           0.0090496,           0.0090496
                  50,            0.050357,            0.031397,                   0,             0.28322,             0.17227,             0.12424,            0.042967,            0.063178,            0.028706,                   0,           0.0090298,           0.0090298,           0.0090298
                  51,            0.051533,            0.032716,                   0,             0.22308,             0.21429,             0.12984,            0.040361,            0.063926,            0.028486,                   0,             0.00901,             0.00901,             0.00901
                  52,            0.050617,             0.03209,                   0,             0.13384,             0.16807,            0.082591,            0.021674,            0.067638,            0.029323,                   0,           0.0089902,           0.0089902,           0.0089902
                  53,            0.049776,            0.031289,                   0,             0.17661,             0.20168,             0.10085,            0.031876,             0.06349,            0.028582,                   0,           0.0089704,           0.0089704,           0.0089704
                  54,            0.048662,            0.028121,                   0,             0.19271,             0.17647,             0.10218,            0.027135,            0.063961,            0.028077,                   0,           0.0089506,           0.0089506,           0.0089506
                  55,            0.049049,            0.030743,                   0,             0.17457,             0.18487,             0.11147,            0.030661,             0.06345,            0.029047,                   0,           0.0089308,           0.0089308,           0.0089308
                  56,             0.05115,            0.030819,                   0,             0.19912,             0.20057,             0.11394,            0.037133,            0.064311,            0.029424,                   0,            0.008911,            0.008911,            0.008911
                  57,            0.048323,            0.029967,                   0,             0.25232,             0.20588,             0.11566,            0.036159,            0.064982,            0.028542,                   0,           0.0088912,           0.0088912,           0.0088912
                  58,            0.048981,            0.028943,                   0,             0.29539,             0.10084,            0.086712,            0.028259,            0.070307,            0.034163,                   0,           0.0088714,           0.0088714,           0.0088714
                  59,             0.04975,            0.030731,                   0,             0.28317,             0.19748,             0.13436,            0.046457,            0.060428,            0.028577,                   0,           0.0088516,           0.0088516,           0.0088516
                  60,            0.049632,            0.027206,                   0,             0.29793,             0.18487,             0.12684,            0.035708,            0.062135,            0.029469,                   0,           0.0088318,           0.0088318,           0.0088318
                  61,             0.04982,            0.030031,                   0,             0.26273,             0.16807,             0.12297,            0.040453,            0.060422,            0.029401,                   0,            0.008812,            0.008812,            0.008812
                  62,            0.050359,             0.03096,                   0,             0.31222,             0.16595,             0.13353,            0.041002,            0.061525,            0.028451,                   0,           0.0087922,           0.0087922,           0.0087922
                  63,             0.04941,            0.026878,                   0,             0.24367,             0.20034,             0.12909,            0.041776,            0.062108,             0.02902,                   0,           0.0087724,           0.0087724,           0.0087724
                  64,            0.046373,            0.027023,                   0,             0.24717,             0.16387,             0.11625,            0.037665,            0.063351,            0.028873,                   0,           0.0087526,           0.0087526,           0.0087526
                  65,             0.04662,            0.030898,                   0,             0.18995,             0.17647,             0.10068,            0.026665,              0.0641,            0.030109,                   0,           0.0087328,           0.0087328,           0.0087328
                  66,            0.046304,            0.027975,                   0,             0.25475,             0.18067,             0.11018,            0.040077,            0.063274,             0.02962,                   0,            0.008713,            0.008713,            0.008713
                  67,             0.04426,            0.030187,                   0,             0.25031,             0.18908,             0.11448,            0.035551,            0.064214,              0.0296,                   0,           0.0086932,           0.0086932,           0.0086932
                  68,            0.047189,            0.027179,                   0,             0.25325,             0.17227,              0.1338,            0.043439,            0.063394,            0.030484,                   0,           0.0086734,           0.0086734,           0.0086734
                  69,            0.045486,            0.030062,                   0,             0.21901,             0.17647,             0.10773,            0.032295,            0.062013,            0.030477,                   0,           0.0086536,           0.0086536,           0.0086536
                  70,            0.044685,            0.030183,                   0,             0.21168,             0.15126,            0.094833,            0.028851,            0.063151,            0.030297,                   0,           0.0086338,           0.0086338,           0.0086338
                  71,            0.045279,             0.02658,                   0,             0.24866,             0.16387,             0.11807,            0.035956,             0.06289,            0.031172,                   0,            0.008614,            0.008614,            0.008614
                  72,            0.043729,            0.027058,                   0,             0.33045,             0.16176,             0.12586,            0.036389,            0.062812,            0.031225,                   0,           0.0085942,           0.0085942,           0.0085942
                  73,            0.046762,            0.024673,                   0,             0.16719,            0.088235,            0.056699,            0.016212,            0.071971,            0.039425,                   0,           0.0085744,           0.0085744,           0.0085744
                  74,            0.045161,            0.026988,                   0,             0.22616,             0.22595,             0.10903,            0.033672,            0.060523,            0.031141,                   0,           0.0085546,           0.0085546,           0.0085546
                  75,            0.045935,            0.028508,                   0,              0.2936,             0.15966,             0.10586,            0.032699,            0.062695,            0.031571,                   0,           0.0085348,           0.0085348,           0.0085348
                  76,             0.04431,            0.026502,                   0,             0.21234,             0.12185,            0.080089,            0.027673,            0.067736,            0.034204,                   0,            0.008515,            0.008515,            0.008515
                  77,            0.044182,            0.025759,                   0,             0.21097,            0.088235,            0.067089,            0.021223,            0.068589,            0.033894,                   0,           0.0084952,           0.0084952,           0.0084952
                  78,             0.04388,            0.026609,                   0,             0.28488,             0.12185,              0.1003,            0.030427,            0.064743,            0.033171,                   0,           0.0084754,           0.0084754,           0.0084754
                  79,            0.044458,            0.027332,                   0,             0.28205,             0.14286,            0.098832,            0.029467,            0.063874,            0.032985,                   0,           0.0084556,           0.0084556,           0.0084556
                  80,            0.042864,            0.027962,                   0,             0.22828,             0.15966,             0.09277,            0.023826,            0.066031,            0.034973,                   0,           0.0084358,           0.0084358,           0.0084358
                  81,            0.046132,            0.026677,                   0,             0.26269,             0.14706,             0.10484,            0.028953,            0.063803,            0.033908,                   0,            0.008416,            0.008416,            0.008416
                  82,            0.041843,            0.025753,                   0,             0.28406,             0.15966,             0.10026,            0.028974,            0.063814,            0.034211,                   0,           0.0083962,           0.0083962,           0.0083962
                  83,            0.043438,            0.026572,                   0,             0.19417,             0.17647,            0.093717,            0.029126,            0.063197,            0.032067,                   0,           0.0083764,           0.0083764,           0.0083764
                  84,             0.04214,             0.02722,                   0,             0.24196,             0.18908,             0.11699,             0.03447,            0.062011,             0.03233,                   0,           0.0083566,           0.0083566,           0.0083566
                  85,            0.043065,            0.025858,                   0,             0.22726,             0.11345,            0.092719,            0.028355,            0.063495,            0.035742,                   0,           0.0083368,           0.0083368,           0.0083368
                  86,            0.041881,            0.026443,                   0,             0.23575,             0.18487,             0.11881,            0.040968,            0.062217,            0.032834,                   0,            0.008317,            0.008317,            0.008317
                  87,            0.041723,            0.024728,                   0,             0.27196,             0.13025,            0.098366,            0.032404,            0.063617,            0.034104,                   0,           0.0082972,           0.0082972,           0.0082972
                  88,            0.041397,            0.024003,                   0,             0.28726,            0.084034,            0.061269,            0.016954,            0.077798,            0.038891,                   0,           0.0082774,           0.0082774,           0.0082774
                  89,            0.040429,             0.02526,                   0,             0.18148,             0.13025,            0.082278,            0.022768,            0.068913,            0.037043,                   0,           0.0082576,           0.0082576,           0.0082576
                  90,            0.041939,            0.027196,                   0,             0.22478,            0.042017,            0.048199,             0.01529,            0.082965,             0.04035,                   0,           0.0082378,           0.0082378,           0.0082378
                  91,            0.041436,            0.026109,                   0,             0.20579,            0.079832,             0.05716,            0.015421,            0.078811,            0.039495,                   0,            0.008218,            0.008218,            0.008218
                  92,            0.041399,            0.025666,                   0,             0.27143,             0.12185,            0.078116,            0.024608,            0.070687,            0.038012,                   0,           0.0081982,           0.0081982,           0.0081982
                  93,            0.040861,            0.021236,                   0,                0.15,             0.18908,            0.090206,            0.027489,            0.063467,            0.033772,                   0,           0.0081784,           0.0081784,           0.0081784
                  94,            0.040014,            0.024129,                   0,             0.17006,             0.15546,            0.076867,            0.024386,            0.063927,            0.036116,                   0,           0.0081586,           0.0081586,           0.0081586
                  95,            0.042147,            0.024954,                   0,             0.21538,             0.18487,            0.099995,            0.032294,            0.062683,             0.03381,                   0,           0.0081388,           0.0081388,           0.0081388
                  96,            0.039171,            0.024556,                   0,             0.26195,             0.17227,             0.10622,            0.032884,            0.062693,            0.032919,                   0,            0.008119,            0.008119,            0.008119
                  97,            0.041485,            0.024551,                   0,              0.2825,             0.12605,            0.092305,            0.025986,            0.062434,            0.033924,                   0,           0.0080992,           0.0080992,           0.0080992
                  98,            0.038793,            0.025056,                   0,             0.20065,             0.16807,            0.086813,             0.02781,            0.063694,            0.033455,                   0,           0.0080794,           0.0080794,           0.0080794
                  99,            0.039887,            0.023889,                   0,             0.26697,             0.18908,              0.1212,            0.037514,            0.062578,            0.033594,                   0,           0.0080596,           0.0080596,           0.0080596
                 100,            0.040696,            0.024631,                   0,             0.16801,             0.18908,            0.098343,            0.028486,              0.0633,            0.033909,                   0,           0.0080398,           0.0080398,           0.0080398
                 101,            0.039362,            0.021246,                   0,             0.23905,             0.16387,             0.10467,            0.032297,            0.062497,            0.034692,                   0,             0.00802,             0.00802,             0.00802
                 102,            0.040998,            0.023877,                   0,             0.23219,             0.16807,              0.1093,            0.025725,             0.06337,             0.03316,                   0,           0.0080002,           0.0080002,           0.0080002
                 103,             0.03807,            0.025029,                   0,             0.22008,             0.18067,             0.10751,            0.028641,             0.06392,            0.033163,                   0,           0.0079804,           0.0079804,           0.0079804
                 104,            0.039676,            0.024101,                   0,             0.23293,             0.20588,             0.11365,            0.033316,            0.063601,            0.033606,                   0,           0.0079606,           0.0079606,           0.0079606
                 105,            0.038698,            0.024169,                   0,             0.28094,             0.21008,             0.11981,            0.034515,            0.062439,            0.031912,                   0,           0.0079408,           0.0079408,           0.0079408
                 106,            0.040598,            0.025411,                   0,             0.24642,             0.18908,             0.10945,            0.032607,            0.062746,            0.031993,                   0,            0.007921,            0.007921,            0.007921
                 107,            0.039888,            0.025257,                   0,             0.20671,             0.18908,             0.10918,            0.032229,            0.062927,            0.032121,                   0,           0.0079012,           0.0079012,           0.0079012
                 108,            0.038948,            0.024221,                   0,             0.26184,             0.18067,             0.12105,            0.034038,            0.063066,            0.032801,                   0,           0.0078814,           0.0078814,           0.0078814
                 109,            0.037034,            0.021692,                   0,             0.35151,             0.16387,             0.12487,            0.038094,            0.062068,            0.032843,                   0,           0.0078616,           0.0078616,           0.0078616
                 110,            0.038743,            0.024539,                   0,             0.31735,             0.19328,             0.13007,             0.04373,            0.060661,            0.031736,                   0,           0.0078418,           0.0078418,           0.0078418
                 111,             0.03726,            0.020729,                   0,             0.31333,             0.17227,             0.10288,             0.03164,            0.062113,            0.033197,                   0,            0.007822,            0.007822,            0.007822
                 112,            0.039069,            0.022805,                   0,             0.25124,             0.15966,             0.11129,             0.03517,            0.061694,            0.033176,                   0,           0.0078022,           0.0078022,           0.0078022
                 113,            0.038473,            0.022306,                   0,             0.18838,             0.11345,            0.075893,            0.018138,            0.065157,            0.036034,                   0,           0.0077824,           0.0077824,           0.0077824
                 114,            0.038106,            0.022571,                   0,             0.22793,             0.20168,             0.10922,            0.030031,            0.063088,            0.032154,                   0,           0.0077626,           0.0077626,           0.0077626
                 115,            0.037764,            0.022535,                   0,             0.23334,             0.15126,            0.088029,            0.024805,            0.064176,            0.032301,                   0,           0.0077428,           0.0077428,           0.0077428
                 116,              0.0384,            0.021393,                   0,             0.23899,             0.17647,            0.098593,            0.029068,             0.06263,            0.033695,                   0,            0.007723,            0.007723,            0.007723
                 117,            0.037761,             0.02253,                   0,             0.35139,             0.14286,             0.10785,            0.031163,            0.062238,            0.034283,                   0,           0.0077032,           0.0077032,           0.0077032
                 118,            0.037699,             0.02117,                   0,              0.2009,             0.18908,             0.10411,            0.027352,            0.064087,            0.034391,                   0,           0.0076834,           0.0076834,           0.0076834
                 119,            0.038662,            0.024586,                   0,              0.2461,             0.18908,             0.12249,            0.038331,            0.060974,            0.033779,                   0,           0.0076636,           0.0076636,           0.0076636
                 120,            0.036012,            0.021537,                   0,             0.21669,             0.16387,            0.095186,            0.031841,             0.06092,            0.034359,                   0,           0.0076438,           0.0076438,           0.0076438
                 121,            0.036843,            0.021192,                   0,             0.25651,             0.16807,             0.11103,            0.035248,            0.060845,            0.034922,                   0,            0.007624,            0.007624,            0.007624
                 122,            0.035919,            0.022126,                   0,             0.30215,             0.16807,             0.10888,            0.035699,            0.060234,            0.036596,                   0,           0.0076042,           0.0076042,           0.0076042
                 123,            0.035739,              0.0235,                   0,             0.30647,             0.15966,             0.11227,            0.033474,            0.061825,            0.036789,                   0,           0.0075844,           0.0075844,           0.0075844
                 124,            0.036383,            0.021121,                   0,             0.25286,             0.16387,              0.1011,            0.030968,             0.06292,            0.037466,                   0,           0.0075646,           0.0075646,           0.0075646
                 125,             0.03612,            0.020717,                   0,             0.22034,             0.20168,            0.092971,            0.031489,            0.063112,            0.035204,                   0,           0.0075448,           0.0075448,           0.0075448
                 126,            0.035177,            0.019211,                   0,             0.21517,             0.18487,            0.093307,            0.028521,            0.063085,            0.035906,                   0,            0.007525,            0.007525,            0.007525
                 127,            0.037353,            0.022025,                   0,             0.20167,             0.20588,            0.096966,            0.030094,            0.061751,              0.0354,                   0,           0.0075052,           0.0075052,           0.0075052
                 128,            0.034558,            0.022084,                   0,             0.22318,             0.16779,            0.085933,            0.025037,            0.062776,            0.036215,                   0,           0.0074854,           0.0074854,           0.0074854
                 129,              0.0353,            0.019802,                   0,             0.18021,             0.19328,            0.083119,            0.026497,            0.063745,            0.035587,                   0,           0.0074656,           0.0074656,           0.0074656
                 130,            0.035643,            0.020054,                   0,             0.22851,             0.17647,             0.11107,            0.037976,            0.061413,            0.035294,                   0,           0.0074458,           0.0074458,           0.0074458
                 131,            0.035484,             0.01966,                   0,             0.24881,             0.17227,              0.1352,            0.045629,            0.061084,            0.038115,                   0,            0.007426,            0.007426,            0.007426
                 132,            0.037014,             0.02132,                   0,             0.41295,             0.15126,             0.13096,            0.043019,            0.060066,            0.035923,                   0,           0.0074062,           0.0074062,           0.0074062
                 133,            0.035863,             0.02118,                   0,             0.33048,             0.18874,             0.13096,            0.042454,            0.060193,            0.035276,                   0,           0.0073864,           0.0073864,           0.0073864
                 134,            0.034224,            0.021526,                   0,             0.22589,             0.22689,             0.11023,            0.035665,            0.061615,            0.036081,                   0,           0.0073666,           0.0073666,           0.0073666
                 135,            0.034747,            0.022913,                   0,             0.20867,             0.19748,            0.088656,            0.028601,            0.062363,            0.036566,                   0,           0.0073468,           0.0073468,           0.0073468
                 136,            0.033729,            0.019812,                   0,             0.16719,             0.13866,            0.079109,             0.02313,            0.064195,            0.038448,                   0,            0.007327,            0.007327,            0.007327
                 137,            0.035984,            0.019661,                   0,             0.26643,             0.14956,            0.092123,             0.02893,            0.062991,            0.037891,                   0,           0.0073072,           0.0073072,           0.0073072
                 138,            0.032543,            0.019329,                   0,             0.26779,             0.14286,            0.095964,            0.029637,            0.063326,            0.038494,                   0,           0.0072874,           0.0072874,           0.0072874
                 139,            0.035919,            0.019255,                   0,             0.24925,             0.13866,            0.074898,              0.0249,            0.065918,             0.03965,                   0,           0.0072676,           0.0072676,           0.0072676
                 140,            0.034665,            0.020998,                   0,             0.19504,             0.11345,            0.077647,            0.023365,            0.070406,            0.041277,                   0,           0.0072478,           0.0072478,           0.0072478
                 141,            0.035271,            0.019181,                   0,             0.23613,             0.18067,             0.11077,            0.041106,            0.061404,            0.038029,                   0,            0.007228,            0.007228,            0.007228
                 142,            0.032861,            0.020931,                   0,              0.1888,             0.14286,            0.071558,            0.023273,            0.063911,             0.04125,                   0,           0.0072082,           0.0072082,           0.0072082
                 143,            0.034989,            0.020746,                   0,             0.21567,             0.15546,            0.087398,            0.029877,            0.063199,            0.036577,                   0,           0.0071884,           0.0071884,           0.0071884
                 144,            0.032704,            0.018966,                   0,             0.18732,             0.15546,            0.069418,            0.022984,            0.063404,            0.039558,                   0,           0.0071686,           0.0071686,           0.0071686
                 145,            0.032141,            0.019652,                   0,             0.15366,             0.12605,            0.060591,            0.017774,             0.06539,            0.041437,                   0,           0.0071488,           0.0071488,           0.0071488
                 146,            0.035432,            0.020328,                   0,             0.16762,             0.13025,            0.064705,            0.018471,            0.065433,            0.039909,                   0,            0.007129,            0.007129,            0.007129
                 147,             0.03414,            0.019714,                   0,             0.24167,             0.19748,             0.10988,            0.038048,            0.061597,            0.035124,                   0,           0.0071092,           0.0071092,           0.0071092
                 148,            0.032075,            0.022964,                   0,             0.29352,             0.17647,             0.11836,            0.036364,            0.061214,            0.034887,                   0,           0.0070894,           0.0070894,           0.0070894
                 149,            0.032763,            0.019599,                   0,             0.28018,             0.15966,            0.099163,            0.032779,            0.061862,            0.035522,                   0,           0.0070696,           0.0070696,           0.0070696
                 150,            0.034217,            0.020317,                   0,             0.25676,             0.16387,             0.10246,            0.029791,             0.06268,            0.036945,                   0,           0.0070498,           0.0070498,           0.0070498
                 151,            0.032936,            0.020533,                   0,             0.32878,             0.15546,             0.11756,            0.036789,            0.062354,            0.036739,                   0,             0.00703,             0.00703,             0.00703
                 152,            0.032653,            0.021539,                   0,             0.30349,             0.18908,             0.12676,             0.04001,            0.061634,            0.034508,                   0,           0.0070102,           0.0070102,           0.0070102
                 153,            0.032627,            0.018711,                   0,              0.2588,             0.18067,             0.12182,            0.037614,            0.061359,            0.036345,                   0,           0.0069904,           0.0069904,           0.0069904
                 154,            0.033774,             0.01912,                   0,             0.26752,             0.18067,             0.10469,            0.032274,            0.062367,            0.037298,                   0,           0.0069706,           0.0069706,           0.0069706
                 155,            0.032605,            0.020165,                   0,             0.23639,             0.15546,              0.1004,            0.030429,            0.063314,            0.038504,                   0,           0.0069508,           0.0069508,           0.0069508
                 156,            0.032225,            0.017542,                   0,             0.22921,             0.18487,             0.09646,            0.027967,            0.063983,            0.037683,                   0,            0.006931,            0.006931,            0.006931
                 157,            0.032446,            0.018766,                   0,             0.26646,             0.16942,             0.10248,            0.030222,            0.061615,            0.037399,                   0,           0.0069112,           0.0069112,           0.0069112
                 158,            0.031649,            0.019766,                   0,             0.18258,             0.18908,            0.079711,            0.025082,            0.062257,            0.037592,                   0,           0.0068914,           0.0068914,           0.0068914
                 159,            0.032608,            0.017343,                   0,             0.16677,             0.18487,            0.072515,            0.021467,            0.062366,            0.037968,                   0,           0.0068716,           0.0068716,           0.0068716
                 160,             0.03224,            0.020687,                   0,             0.24885,             0.15126,            0.087459,            0.027353,            0.061366,            0.036947,                   0,           0.0068518,           0.0068518,           0.0068518
                 161,            0.031776,            0.020106,                   0,             0.19237,             0.21618,            0.094555,            0.032963,            0.062029,            0.036619,                   0,            0.006832,            0.006832,            0.006832
                 162,            0.032661,            0.019728,                   0,             0.21534,             0.18487,             0.11206,            0.037337,            0.061615,            0.037489,                   0,           0.0068122,           0.0068122,           0.0068122
                 163,             0.03404,            0.019355,                   0,             0.20506,             0.15717,              0.0875,            0.029749,            0.062387,            0.038765,                   0,           0.0067924,           0.0067924,           0.0067924
                 164,            0.031444,            0.019315,                   0,             0.20921,             0.19897,            0.099193,            0.033085,            0.062258,            0.038256,                   0,           0.0067726,           0.0067726,           0.0067726
                 165,            0.030115,            0.019661,                   0,             0.25843,             0.15126,             0.10629,             0.03199,            0.062502,            0.037954,                   0,           0.0067528,           0.0067528,           0.0067528
                 166,            0.031391,            0.021015,                   0,             0.23115,             0.19075,             0.10086,            0.032061,            0.062154,            0.037685,                   0,            0.006733,            0.006733,            0.006733
                 167,            0.032404,            0.018207,                   0,              0.2839,             0.15546,             0.11503,            0.037079,            0.060702,            0.037853,                   0,           0.0067132,           0.0067132,           0.0067132
                 168,             0.03309,            0.020413,                   0,             0.22871,              0.1707,             0.10838,            0.035684,            0.061266,            0.039654,                   0,           0.0066934,           0.0066934,           0.0066934
                 169,            0.032361,            0.019741,                   0,             0.31776,             0.16387,             0.11237,            0.034031,            0.062777,            0.037922,                   0,           0.0066736,           0.0066736,           0.0066736
